related_law,질문,답변
"['장애인고용촉진 및 직업재활법 27조', '장애인고용촉진 및 직업재활법 28조', '장애인고용촉진 및 직업재활법 28조의2', '장애인고용촉진 및 직업재활법 29조', '장애인고용촉진 및 직업재활법 시행령 25조']",저는 상시근로자가 100명인 사업장의 사업주입니다. 우리 사업장의 경우 장애인 고용의무를 준수해야 한다고 하는데 최소 몇 명의 장애인근로자를 고용해야 하나요?,"2024년 기준 상시 50명 이상의 근로자를 고용한 민간기업 사업주는 최소 근로자 수의 3.1%를 장애인근로자로 고용해야 합니다.
구분 | 내용 | 의무고용률
국가 및 지방자치단체 | ▪ 예외직종: 공안직군 공무원, 검사, 경찰·소방·경호 공무원 및 군인 ▪ 장애인 응시 상한 연령의 연장: 중증장애인의 경우 3세, 그 밖의 장애인의 경우 2세 | 2021년: 3.4% 2022년: 3.6 % 2023년: 3.6% 2024년: 3.8%
공공기관 | ▪ 공공기관 ▪ 지방공사·지방공단 ▪ 출자기관·출연기관 | 2021년: 3.4% 2022년: 3.6% 2023년: 3.6% 2024년: 3.8%
민간기업 사업주 | ▪ 상시 50명 이상의 근로자를 고용하는 사업주 ▪ 건설업에서 근로자 수를 확인하기 곤란한 사업주로서 공사실적액이 106억 8000만원 이상인 사업주 | 3.1%"
"['사업주 및 장애인 등에 대한 융자ㆍ지원규정 3조', '사업주 및 장애인 등에 대한 융자ㆍ지원규정 4조', '사업주 및 장애인 등에 대한 융자ㆍ지원규정 5조', '사업주 및 장애인 등에 대한 융자ㆍ지원규정 7조', '사업주 및 장애인 등에 대한 융자ㆍ지원규정 2호', '장애인고용촉진 및 직업재활법 21조']",저는 장애인을 고용하려는 사업주입니다. 저 같은 경우 장애인 고용 시 필요한 시설이나 장비를 마련하기 위한 비용을 융자받을 수 있다고 들었습니다. 고용시설자금 융자에 대해 알려주세요.,"장애인을 고용하여 사업을 하거나 하려는 사업주는 장애인고용에 필요한 시설·장비의 설치·구입·수리비용을 융자받을 수 있습니다.
☞ 고용시설자금 융자를 받으려는 경우 다음의 서류를 한국장애인고용공단에 제출해야 합니다.
· 장애인고용사업주융자·지원신청서
· 투자계획서1부
· 장애인고용 증빙서류 1부(「사업주 및 장애인 등에 대한 융자·지원규정」 제4조제2항제5호에 따른 지원금을 받으려는 경우만 해당)
· 관련 법률에 따른 사업신고필증사본(해당자로 한정)
· 신규시설의 설치·수리에 필요한 서류(해당자로 한정)
· 기존시설·장비구입에 필요한 서류(해당자로 한정)
· 무상지원에 필요한 서류(해당자로 한정)
· 장애인고용현황
구분 | 내용
지원범위 | 작업시설, 편의시설, 부대시설의 설치·구입·수리비용, 출퇴근용 승합자동차 구입비용 및 생산라인 조정 비용
융자한도 | 사업주당 15억 이내, 장애인근로자 1명당 1억원까지
융자조건 | 사업주 | ▪ 융자금 1억원 당 장애인 1명을 5년 이상 고용해야 함(사업주는 고용해야 할 장애인 수의 1/2을 최종투자확인 시까지 고용해야 하고, 최종융자금을 받은 날부터 1년 이내에 나머지 인원을 고용해야 함) ▪ 융자금에 따른 고용의무 장애인근로자 중 중증장애인을 25% 이상(해당 비율에 따라 산정한 중증장애인수가 1명 미만인 경우 최소 1명 이상) 고용할 것
대출금리 | 변동금리(기준금리에 가산금리를 더한 금리)로 결정하며, 사업주는 대출금리에서 이자차액 보전금리(연 5%)를 차감한 금리를 부담함(다만, 대출금리 결정의 구체적인 기준은 공단과 융자기관의 장이 약정으로 정함)
융자기간 | 거치기간 2년, 균등분할상환기간 3년 등 총 5년"
"['장애인 표준사업장에 대한 지원규정 3조', '장애인 표준사업장에 대한 지원규정 4조', '장애인 표준사업장에 대한 지원규정 5조', '장애인 표준사업장에 대한 지원규정 1호', '장애인고용촉진 및 직업재활법 22조']",우리 사업장도 장애인 표준사업장으로 인증 받아 지원받고 싶은데 어떻게 해야 하나요?,"“장애인 표준사업장”이란 장애인 고용 인원·고용비율 및 시설·임금에 관해 일정한 기준을 충족하는 사업장(장애인 직업재활시설은 제외)으로 한국장애인고용공단의 인증을 받으면 지원을 받을 수 있습니다.
☞ 다음의 기준을 충족한 경우 장애인 표준사업장이 됩니다.
· 장애인근로자 수가 10명 이상일 것
· 「장애인·노인·임산부 등의 편의증진보장에 관한 법률」에 따른 편의시설을 갖출 것
· 장애인근로자에게 최저임금액 이상의 임금을 지급할 것
· 장애인 및 중증장애인을 다음에 따라 산정한 인원 이상을 고용할 것
☞ 장애인 표준사업장 지원금을 받으려는 사업주는 다음의 서류를 한국장애인고용공단에 제출해야 합니다.
· 장애인 표준사업장 지원금 신청서
· 투자계획서
· 청렴서약서
· 장애인용 편의시설 설치 동의서(임차사업장의 경우만 해당)
상시 근로자수 | 장애인 고용인원 | 장애인 중 중증장애인 고용인원
100명 미만 | 상시 근로자수의 30% | 상시근로자 수의 15%
100명 이상 300명 미만 | 상시 근로자수의 10% + 5명
300명 이상 | 상시 근로자수의 5% + 20명"
"['장애인고용촉진 및 직업재활법 시행령 25조', '장애인고용촉진 및 직업재활법 시행령 28조', '장애인고용촉진 및 직업재활법 30조', '장애인고용촉진 및 직업재활법 3조', '장애인고용촉진 및 직업재활법 4조', '장애인고용촉진 및 직업재활법 시행규칙 12조', '장애인고용촉진 및 직업재활법 시행규칙 6호']",장애인근로자를 고용한 민간업체의 사업주는 장애인고용장려금을 받을 수 있다고 하는데 저도 받을 수 있을까요?,"월별 상시근로자의 의무고용률(2022년 기준 민간: 3.1%, 공공: 3.6%)을 초과하여 장애인을 고용하는 사업주는 “장애인고용장려금”을 받을 수 있습니다.
☞ 장애인고용장려금을 지원받으려는 사업주는 다음의 서류를 한국장애인고용공단에 제출해야 합니다.
· 장애인 고용장려금 지급신청서
· 장애인근로자 명부 사본 1부
· 장애인 또는 중증장애인임을 증명할 수 있는 서류 사본 1부(해당 근로자에 대한 최초의 신청 후에는 생략 가능)
· 장애인근로자의 월별 임금대장 사본 1부
· 원천징수이행상황신고서 또는 전체 근로자의 월별 임금대장 사본 1부
구분 | 내용
지원기준 | ▪ 기준 인원 = 매월 상시근로자의 총수 × 의무고용률(3.1%) ※ 매월 상시근로자의 총수: 근로자를 고용하는 사업주(인증을 받은 장애인 표준사업장 또는 장애인 직업재활시설에 도급을 주어 그 생산품을 납품받는 사업주 포함)로서 매월 고용하고 있는 장애인 상시근로자의 수 ※ 건설업에서 매월 상시근로자의 총수: 106억 8000만원 이상인 사업주로서 해당 연도의 공사실적액을 상시근로자의 수로 환산한 인원
지원기간 | 월별 상시근로자에서 의무고용률을 초과하는 경우 계속 지급 ※ 다만, 고용장려금을 받을 권리는 3년간 행사하지 않으면 소멸시효로 지급받을 수 없음
지급단가 | 경증남성 경증여성 중증남성 중증여성 35만원 50만원 70만원 90만원 ※ 지급 단가가 사업주가 해당 장애인에 대해 지급한 월임금액(최저임금산정에 산입되는 임금)의 60%를 초과하는 경우에는 지원 단가는 월임금액의 60%로 함(1천원 미만의 금액은 버림) | 경증남성 | 경증여성 | 중증남성 | 중증여성 | 35만원 | 50만원 | 70만원 | 90만원
경증남성 | 경증여성 | 중증남성 | 중증여성
35만원 | 50만원 | 70만원 | 90만원
고용장려금 계산 | ▪ 고용장려금 = (월별 고용장려금 지급인원 × 지급 단가) 의 합계액 ▪ 월별 고용장려금 지급인원 = [장애인근로자수 - 고용장려금 제외인원 - 고용장려금 지급기준인원] ※ 고용장려금 지급기준인원 ① 민간사업체의 경우 [월별 상시근로자수 × 3.1%(소수점이하 올림)] ② 공공기관의 경우 [월별 상시근로자수 × 3.6%(소수점이하 올림)]"
['장애인고용촉진 및 직업재활법 33조'],저는 1년 동안 장애인근로자 50명을 포함한 상시근로자가 200명인 민간업체의 사업주인데 장애인고용부담금을 납부해야 한다고 합니다. 제가 부담해야 할 부담금은 얼마인가요?,"장애인을 고용해야 할 의무가 있는 사업주(상시 100명 미만의 근로자를 고용하는 사업주는 제외)가 의무고용률에 못 미치는 장애인을 고용한 경우 사업주는 한국장애인고용공단에 장애인고용부담금을 납부해야 합니다.
※ “부담기초액”이란 장애인을 고용하는 경우 매월 드는 다음 비용의 평균액을 기초로 하여 고용정책심의회의 심의를 거쳐 월 단위로 환산한 최저임금액의 60% 이상의 범위에서 고용노동부장관이 고시하는 금액을 말합니다.
· 장애인을 고용하는 경우 필요한 시설·장비의 설치, 수리에 드는 비용
· 장애인의 적정한 고용관리를 위한 조치에 필요한 비용
· 그 밖에 장애인을 고용하기 위해 특별히 드는 비용 등
구분 | 내용
장애인고용부담금 | ▪ 월 장애인고용부담금 = 해당 월 의무고용의무 미달인원(해당 월 의무고용률에 따른 장애인 총수 ‑ 매월 상시 고용하고 있는 장애인 수) × 장애인 고용률에 따른 부담기초액 및 가산금액 ▪ 장애인고용부담금 납부총액 = 매월 장애인고용부담금의 연간 합계액
부담기초액 | ▪ 부담기초액: 1,258,000원(장애인 의무고용인원 대비 고용하고 있는 장애인근로자 비율이 3/4이상인 경우에 해당)   장애인 의무고용인원 대비 고용하고 있는 장애인근로자 비율 1/2 이상 3/4 미만 1/4 이상 1/2 미만 1/4 미만 장애인을 고용하지 않은 경우 1,333,480원 1,509,600원 1,761,200원 2,096,270원  ▪ 부담기초액은 1/2의 범위에서 가산할 수 있음 ▪ 장애인을 상시 1명 이상 고용하지 않은 달이 있는 경우 그 달에 대한 사업주의 부담기초액: 월 단위로 환산한 최저임금액 | 장애인 의무고용인원 대비 고용하고 있는 장애인근로자 비율 | 1/2 이상 3/4 미만 | 1/4 이상 1/2 미만 | 1/4 미만 | 장애인을 고용하지 않은 경우 | 1,333,480원 | 1,509,600원 | 1,761,200원 | 2,096,270원
장애인 의무고용인원 대비 고용하고 있는 장애인근로자 비율
1/2 이상 3/4 미만 | 1/4 이상 1/2 미만 | 1/4 미만 | 장애인을 고용하지 않은 경우
1,333,480원 | 1,509,600원 | 1,761,200원 | 2,096,270원"
['장애인고용촉진 및 직업재활법 33조'],"저는 1,000명의 상시근로자를 고용하고 있는 민간업체 사업주로서 3,000만원의 장애인고용부담금을 납부해야 합니다. 연간 매출액이 2억원이고 15명의 장애인근로자를 고용하고 있는 장애인자립작업장과 연간 연계고용 수급액이 2,000만원인 연계고용 도급계약을 체결하여 매월 이행하려고 합니다. 제가 감면받을 수 있는 연간 부담금은 얼마인가요?","장애인고용부담금 납부의무가 있는 사업주가 직업재활시설 또는 장애인자립작업장에 도급을 주어 그 생산품을 납품받는 경우 장애인고용부담금을 감면받을 수 있습니다.
※ “연계고용 도급계약”이란 장애인고용부담금 납부의무가 있는 사업주와 연계고용대상 사업장 간에 일의 완성(노무제공을 통한 생산품의 제조·수리·시공 및 용역제공을 말함)과 이에 대한 보수지급을 내용으로 하는 계약을 말합니다.
※ “수급액 비율”이란 해당 연도 연계고용 도급계약에 따라 발생한 연계고용대상 사업장의 수급액을 해당 연도 도급계약기간 동안 연계고용대상 사업장의 매출액으로 나누어 소수점 넷째 자리까지 산정합니다. 이 경우 수급액 비율의 산정은 생산품의 납품 또는 용역의 제공에 따라 해당 금액의 지급 청구권이 발생한 달을 기준으로 합니다.
구분 | 내용
감면요건 | 연계고용대상 사업장과 다음의 요건을 충족하는 연계고용 도급계약을 체결하고 이행해야 함(해당 사업장이 다른 사업장과 하도급 계약을 하여 연계고용 도급계약을 이행한 경우는 제외)  ▪ 도급내용(규격, 물성, 강도, 수량, 공정 등을 분명하게 적어야 함) 및 일의 완성시기에 대한 사항을 포함할 것  ▪ 계약이행에 따른 보수금액과 재료비·노무비 등이 포함된 보수산출 내역에 대한 사항을 포함할 것  ▪ 계약기간이 1년 이상일 것
감면효과 | 19,404,000원(연간 부담금 감면액) = 0.1(연계고용 도급계약에 따른 수급액 비율) × 15(장애인근로자 수) × 1,078,000원(2020년도 부담기초액) × 12"
"['장애인복지법 시행규칙 3조', '장애인복지법 시행규칙 4조', '장애인복지법 32조', '장애인복지법 시행령 20조']",장애인 취업 지원을 받으려니 장애인등록증을 확인하겠다고 합니다. 장애인등록증을 어떻게 발급받을 수 있을까요?,"장애인은 장애 상태 등을 특별자치시장·특별자치도지사·시장·군수 또는 구청장에게 등록해야 합니다. 장애인 등록을 신청한 경우 장애인등록증을 발급받을 수 있습니다.
☞ 특별자치시장·특별자치도지사·시장·군수 또는 구청장이 장애진단 결과나 장애정도에 대한 심사 결과를 통보받은 경우 장애정도에 해당하는지를 확인하여 해당 장애인에 대한 장애인등록카드를 작성하고, 장애인등록증을 발급해야 합니다.
구분 | 내용
신청권자 | ▪ 장애인 ▪ 장애인의 법정대리인 ▪ 장애인복지시설의 장 ▪ 그 밖에 장애인을 사실상 보호하고 있는 자
제출서류 | ▪ 장애인 등록 및 서비스 신청서 ▪ 가로 3.5㎝ × 세로 4.5㎝ 사진(신청 전 6개월 이내에 모자 등을 쓰지 않고 촬영한 천연색 상반신 정면사진) 1장 ▪ 등록대상자의 장애 상태를 확인할 수 있는 서류
제출기관 | 관할 읍·면·동사무소"
['사업주 및 장애인 등에 대한 융자ㆍ지원규정 22조'],저는 장애인입니다. 보조공학기기를 지원받고 싶은데 어떻게 해야 하나요?,"장애인 근로자, 장애인을 고용하거나 고용하려는 사업주, 장애인인 사업주 및 장애인 공무원은 보조공학기기를 지원받을 수 있습니다."
"['장애인고용촉진 및 직업재활법 시행규칙 7조의2', '장애인고용촉진 및 직업재활법 시행령 20조의2', '장애인고용촉진 및 직업재활법 19조의2', '사업주 및 장애인 등에 대한 융자ㆍ지원규정 41조']",중증장애인인 경우 근로지원인 서비스를 이용할 수 있다고 하네요. 근로지원인에 대해 알려주세요.,"“근로지원인”이란 중증장애인이 안정적·지속적으로 직업생활을 할 수 있도록 하는 등 필요한 서비스를 제공하는 사람을 말합니다.
☞ 다음의 사람을 제외하고, 담당업무를 수행하는 능력을 갖추었으나 장애로 인해 업무를 수행하는 데에 어려움을 겪는 중증장애인 근로자는 근로지원인 지원을 받을 수 있습니다.
· 월 소정근로시간이 60시간 미만인 장애인 근로자
· 최저임금 미만을 지급받는 장애인 근로자 중 최저임금 적용제외 인가를 받지 않은 사람
· 고용관리비용 지원을 받고 있는 장애인 근로자
☞ 주 40시간(1일 최대 8시간)으로 1년 이내 근로지원인 서비스를 이용할 수 있으며 근로지원인 서비스를 제공받는 근로자는 시간당 300원에 해당하는 본인부담금을 사업수행기관에 납부해야 합니다.
☞ 근로지원인 서비스 지원대상자에 해당하는 사람이 근로지원인 서비스를 받으려면 사업주의 동의를 받아 한국장애인고용공단에 신청해야 합니다.
· 근로지원인 서비스 신청서
· 임금이 최저임금액 이상이라는 사실을 확인할 수 있는 서류"
"['장애인차별금지 및 권리구제 등에 관한 법률 38조', '장애인차별금지 및 권리구제 등에 관한 법률 39조', '장애인차별금지 및 권리구제 등에 관한 법률 43조', '장애인차별금지 및 권리구제 등에 관한 법률 48조']",장애인이라는 이유로 승진에 있어 차별받고 있습니다. 이를 구제받을 방법이 없을까요?,사업주는 장애인에 대해 승진에 있어 차별해서는 안 됩니다. 승진에 있어 차별행위로 피해를 입은 장애인은 국가인권위원회나 법원을 통해 권리를 구제받을 수 있습니다.
"['장애인고용촉진 및 직업재활법 2조', '장애인고용촉진 및 직업재활법 12조']",장애인이 받을 수 있는 직업능력개발훈련에 대해 알고 싶어요.,“직업능력개발훈련”이란 근로자에게 직업에 필요한 직무수행능력을 습득·향상시키기 위해 실시하는 훈련을 말합니다.
"['청년기본법 3조', '청년기본법 19조', '청년기본법 20조', '청년기본법 21조', '청년기본법 22조']","저는 세종특별자치시에 거주하고 있는 36살 취업준비생입니다. 세종특별자치시에서 운영하는 청년지원 정책이 있다던데, 저도 받을 수 있나요?","일반적으로 청년정책에 관한 기본적인 사항을 규정하는「청년기본법」에서는 청년을 19세 이상 34세 이하인 사람으로 정하고 있지만 각 법률 또는 각 지방자치단체마다 청년의 나이가 다릅니다. 세종특별자치시의 경우 「세종특별자치시 청년기본 조례」에 따라 19세 이상 34세 이하인 사람이 청년에 해당합니다. 다만, 다른 법령과 조례에서 청년에 대한 연령을 다르게 적용하는 경우에는 그에 따를 수 있으므로 지원받으려는 정책의 나이 기준을 다시 한 번 확인해야 합니다.
☞ 우리나라는 「청년기본법」, 「청년고용촉진 특별법」 등에 근거를 두어 청년 미취업자를 지원하고 있으며, 일반적으로 「청년기본법」에 따라 19세 이상 34세 이하인 사람을 청년으로 정하고 있습니다. 다만, 다른 법령과 조례에서 청년에 대한 연령을 다르게 적용하는 경우에는 그에 따를 수 있습니다.
☞ 「세종특별자치시 청년기본 조례」에서는 「청년기본법」의 기준을 따르고 있습니다.
☞ 각 법령 또는 각 지방자치단체마다 정하는 청년의 나이 기준이 다를 수 있으므로 지원받으려는 청년 정책의 지원 대상을 반드시 확인해야 합니다.
☞ 「청년취업지원」 콘텐츠에서는 다음과 같은 청년지원 사업을 소개하고 있습니다.
· 진로 상담·직업 훈련·직무 체험 등 직업능력개발 지원 사업
· 구직촉진수당·청년수당·학자금대출 신용회복 등 금융생활 지원 사업
· 청년월세지원·청년공공임대 주택 등 주거지원 사업
· 청년사회서비스사업·심리상담 등 복지증진 사업
· 그 밖에 청년의 권익증진을 위한 사업"
['청년고용촉진 특별법 5조'],공공기관 취업을 준비하고 있는 32살 취업준비생입니다. 제가 준비하는 공공기관은 매년 청년 미취업자를 일정 비율 이상 고용해야한다던데 자세한 내용이 궁금합니다.,"공기업과 준정부기관 및 정원이 30명 이상인 기타공공기관의 장은 매년 각 공공기관 정원의 100분의 3 이상씩 15세 이상 34세 이하인 청년 미취업자를 고용해야 할 의무가 있습니다.
☞ 「공공기관의 운영에 관한 법률」에 따른 공공기관과 「지방공기업법」에 따른 지방공기업 중 공기업, 준정부기관 및 정원이 30명 이상인 기타공공기관과 정원이 30명 이상인 지방공사 및 지방공단의 장은 매년 각 공공기관과 지방공기업의 정원의 100분의 3 이상씩 청년 미취업자를 고용해야 합니다.
☞ 다만, 불가피한 경우로서 다음의 사유가 있는 경우는 제외합니다.
· 구조조정
· 정원이 전년도에 비하여 100분의 10 이상 감축된 연도의 경우
· 공공기관 또는 지방공기업으로 지정·설치 또는 설립된 연도의 경우
· 박사학위 취득자, 기술사 또는 기능장 자격 취득자 및 법령에서 공공기관 등의 채용 응시 자격 요건으로 10년 이상의 경력을 규정한 경우에 그 요건을 충족하는 사람을 해당 연도 고용인원의 100분의 50 이상 고용하는 연도의 경우
※ 공공기관의 청년 미취업자 고용 의무 규정은 2026년 12월 31일까지 효력을 가집니다[「청년고용촉진 특별법」(법률 제19940호, 2023. 12. 31. 개정) 부칙 제2조].
☞ 「청년고용촉진 특별법」에서의 청년은 취업을 원하는 사람으로서 15세 이상 29세 이하인 사람을 말하지만, 「공공기관의 운영에 관한 법률」에 따른 공공기관과 「지방공기업법」에 따른 지방공기업이 청년 미취업자를 고용하는 경우에는 15세 이상 34세 이하인 사람으로 청년의 나이 기준을 확대 적용합니다."
['청년고용촉진 특별법 8조의2'],취업을 준비하면서 지원하고 싶은 중소기업이 생겼습니다. 제 적성에 이 기업이 잘 맞을지 걱정이 되는데 알아볼 수 있는 방법이 있을까요?,"해당 기업이 미래내일 일경험 사업에 참여하고 있다면, 미래내일 일경험 사업 홈페이지(www.work.go.kr/experi)에서 온라인 신청을 통하여 해당 기업에서 직업을 체험해 볼 수 있습니다.
☞ 국가 및 지방자치단체는 청년이 직업을 선택하기 전에 기업과 공공기관 및 지방공기업에서 직업을 체험할 수 있는 기회를 제공하도록 노력해야 합니다.
☞ 국가 및 지방자치단체는 기업과 공공기관 및 지방공기업이나 경제단체 또는 대학 등이 직장체험 기회 제공 사업에 참여하는 경우 그 소요 비용의 전부 또는 일부를 지원할 수 있습니다.
☞ “미래내일 일경험 사업”은 직무역량을 중시하는 채용 트렌드 변화에 대응하여 청년층의 일경험 수요를 충족하고 민·관협업을 기반으로 미취업 청년에 다양한 양질의 일경험 프로그램을 제공하여 노동시장의 원활한 진입을 지원하고 있습니다.
☞ 지원 대상은 만 15세 이상 34세 이하의 미취업 청년을 대상으로 합니다. 다만, 군필자의 경우 의무복무기간(최고 만 39세로 한정함)에 비례하여 적용됩니다.
☞ 지원 내용은 다음과 같으며 원하는 유형을 선택합니다.
· 프로젝트형 일경험: 기업 현업에 기반한 프로젝트를 청년이 설계 또는 기업이 제안하고 청년이 실행한 프로젝트 수행과정 및 결과에 대한 코칭·발표·평가를 지원하여 직무역량 강화를 지원합니다.
· 인턴형 일경험: 기업에서 직접 과업 또는 현업을 수행함으로써 직무 경험, 역량 강화를 지원합니다.
· 기업탐방형 일경험: 기업에 방문하여 직무체험, 현직자 멘토링, CEO·인사 담당자 대화 등을 통해 청년의 진로설정 및 직무탐색을 지원합니다.
☞ 미래내일 일경험 홈페이지(www.work.go.kr/experi)에서 직장체험이 가능한 기업 및 프로그램 내용을 확인한 후 신청할 수 있습니다."
"['국민 평생 직업능력 개발법 12조', '국민 평생 직업능력 개발법 6조']","대학교 졸업을 한 학기 남겨둔 대학생입니다. 졸업 전에 국민내일배움카드를 발급받아 자격증 대비 강의 비용을 지원받고 싶은데, 어디서 신청할 수 있나요?","국민내일배움카드(직업능력개발계좌) 발급은 계좌발급 신청서, 개인정보의 수집·이용 및 제공에 관한 동의서, 지원대상임을 확인할 수 있는 서류, 국민내일배움카드 신청자의 권리 및 의무사항에 대한 확인서를 구비하여 거주지 또는 소속 사업장을 관할하는 지방고용노동관서에서 직접 신청하거나 직업훈련포털 HRD-Net(www.hrd.go.kr)을 통해 신청하면 됩니다.
☞ 국가와 지방자치단체는 국민의 고용창출, 고용촉진 및 고용안정을 위하여 직업능력개발훈련을 실시하거나 직업능력개발훈련을 받는 사람에게 비용을 지원할 수 있습니다.
☞ 지방고용노동관서의 장은 청년, 대학생 중 대학교 3학년, 구직자 등 직업훈련이 필요하다고 인정하는 경우에는 훈련비 등을 지원할 수 있는 직업능력개발계좌를 발급할 수 있습니다.
☞ 다만, 재학생(졸업까지 남은 수업연한이 2년 이내인 대학생 및 최종 학년에 재학 중인 고등학생은 지원 가능), 생계급여 수급자 및 직업훈련의 필요성이 인정되지 않는 사람 등은 지원 대상에서 제외됩니다.
☞ 직업능력개발계좌를 발급받아 훈련비를 지원받고자 하는 사람은 거주지 또는 소속 사업장을 관할하는 지방고용노동관서에 다음의 서류를 갖춰 계좌발급을 직접 신청하거나, 직업훈련포털 HRD-Net(www.hrd.go.kr)을 통해 제출해야 합니다.
· 계좌발급 신청서
· 개인정보의 수집·이용 및 제공에 관한 동의서
· 지원대상임을 확인할 수 있는 서류(단, 지방고용노동관서의 장이 지원대상임이 확실하다고 인정하는 경우에는 생략 가능)
· 국민내일배움카드 신청자의 권리 및 의무사항에 대한 확인서
☞ 다만, 거주지 또는 소속 사업장을 관할하는 지방고용노동관서에 신청하는 것이 적절하지 않다고 인정되는 경우에는 인근의 다른 지방고용노동관서에 신청할 수 있습니다."
"['구직자 취업촉진 및 생활안정지원에 관한 법률 6조', '구직자 취업촉진 및 생활안정지원에 관한 법률 7조', '구직자 취업촉진 및 생활안정지원에 관한 법률 시행령 3조', '구직자 취업촉진 및 생활안정지원에 관한 법률 시행령 4조', '구직자 취업촉진 및 생활안정지원에 관한 법률 시행령 5조']",저는 저번 달까지 서울특별시에서 미취업 청년을 대상으로 지원하는 청년수당을 매월 50만원씩 6개월 간 지급 받았습니다. 이제는 청년수당 수급 기간이 끝났으니 구직촉진수당을 받을 수 있나요?,"아니요, 구직촉진수당이란 취업활동계획 수립에 참여하여 그 계획 수립이 완료되거나 취업지원 프로그램 또는 구직활동지원 프로그램을 이행하는 경우 구직활동 및 생활안정을 위해 지급하는 지원금으로서, 국가 또는 지방자치단체가 구직활동에 필요한 비용을 월평균 50만원 이상 또는 총 300만원 이상 지원하는 사업에 참여 중이거나 수급 종료 후 6개월이 지나지 않은 경우에는 구직촉진수당의 수급이 제한됩니다.
☞ 고용노동부장관은 구직촉진수당 수급자격을 인정받은 사람이 취업활동계획 수립에 참여하여 그 계획 수립이 완료되거나 취업지원 프로그램 또는 구직활동지원 프로그램을 이행하는 경우에는 구직활동 및 생활안정에 소요되는 비용을 지원하기 위한 구직촉진수당을 지급합니다.
☞ 다음의 요건에 모두 해당하는 사람은 구직촉진수당의 수급자격이 있습니다.
1. 근로능력과 구직의사가 있음에도 취업하지 못한 상태일 것
2. 취업지원을 신청할 당시 15세 이상 64세 이하일 것
3. 가구단위의 월평균 총소득이 기준 중위소득의 100분의 60 이하일 것
4. 가구원이 소유하고 있는 토지·건물·자동차 등 재산의 합계액이 4억원 이하일 것
5. 취업지원 신청일 이전 취업한 기간을 모두 더하여 100일 또는 800시간 이상 취업한 사실이 있을 것
☞ 다만, 고용노동부장관은 다음 어느 하나에 해당하는 사람 중 노동시장의 여건, 구직촉진수당의 지원 필요성 등을 고려하여 「국민취업제도 운영규정」 별표 3의 기준에 따라 산정한 점수가 고용노동부장관이 정하는 기준 점수 이상으로서 우선 지원할 필요성이 인정된 사람에 대하여 예산의 범위에서 구직촉진수당 수급자격을 인정할 수 있습니다.
· 위 1.~4.의 요건을 갖추었지만 위 5. 취업한 사실 요건을 갖추지 못한 경우
· 위 1. 2. 및 가구단위의 월평균 총소득이 기준 중위소득의 100분의 120 이하인 15세 이상 34세 이하(「병역법」 제3조에 따른 병역의무를 이행한 경우 병역의무 이행기간을 가산함)에 모두 해당하는 사람으로서 가구원이 소유하고 있는 토지·건물·자동차 등 재산의 합계액이 5억원 이하인 사람
☞ 고용노동부장관은 다음의 어느 하나에 해당하는 사람에게는 구직촉진수당 수급자격을 인정하지 않을 수 있습니다.
· 취업지원 신청 당시 학업, 군복무, 심신장애 및 간병 등의 사유로 즉시 취업이 어려운 사람
· 생계급여 수급자
· 구직급여를 받고 있거나 구직급여를 마지막으로 받은 날의 다음 날부터 6개월이 지나지 않은 사람
· 정부 재정지원 일자리사업 통합정보전산망에서 직접일자리로 분류된 사업에 참여하고 있거나 참여기간의 마지막 날의 다음 날부터 6개월이 지나지 않은 사람
· 국가 또는 지방자치단체가 구직활동에 필요한 비용을 지원하는 수당이 월평균 지원금액 50만원 이상이거나 총 지원금액 300만원 이상인 사업에 참여 중이거나 수당을 마지막으로 받은 날의 다음 날부터 6개월이 지나지 않은 사람
· 취업지원 신청인 본인의 월평균 총소득이 1인 가구 기준 중위소득의 100분의 60 이상인 사람
· 취업할 의사가 없어 고용노동부장관이 취업지원서비스에 참여시키는 것이 적합하지 않다고 인정하는 사람
☞ 서울특별시장은 청년의 능동적인 사회참여 기회를 보장하기 위해 청년활동을 촉진하고 활성화하는 지원·육성 방안을 강구해야 하며, 예산의 범위 내에서 청년수당을 지급할 수 있습니다.
☞ 주민등록상 서울에 거주하고 있는 만 19세 이상 34세 이하의 졸업한 미취업 청년을 대상으로 하며, 매월 50만원씩 최대 6개월간 청년수당을 지급합니다.
☞ 서울청년포털 홈페이지(www.youth.seoul.go.kr)에서 최종학교 졸업증명서, 근로계약서(고용보험에 가입한 단기근로자만 해당)를 구비하여 온라인으로 신청할 수 있습니다."
