키워드,법령명,조문 번호,조문 내용
임대,주택임대차보호법,3조 ③항 2호,"제3조의3(임차권등기명령)
③ 다음 각 호의 사항 등에 관하여는 「민사집행법」 제280조제1항, 제281조, 제283조, 제285조, 제286조, 제288조제1항, 같은 조 제2항 본문, 제289조, 제290조제2항 중 제288조제1항에 대한 부분, 제291조, 제292조제3항 및 제293조를 준용한다. 이 경우 ""가압류""는 ""임차권등기""로, ""채권자""는 ""임차인""으로, ""채무자""는 ""임대인""으로 본다. <개정 2023.4.18>
2. 임차권등기명령의 결정에 대한 임대인의 이의신청 및 그에 대한 재판"
임대,주택임대차보호법,3조 ③항 3호,"제3조의3(임차권등기명령)
③ 다음 각 호의 사항 등에 관하여는 「민사집행법」 제280조제1항, 제281조, 제283조, 제285조, 제286조, 제288조제1항, 같은 조 제2항 본문, 제289조, 제290조제2항 중 제288조제1항에 대한 부분, 제291조, 제292조제3항 및 제293조를 준용한다. 이 경우 ""가압류""는 ""임차권등기""로, ""채권자""는 ""임차인""으로, ""채무자""는 ""임대인""으로 본다. <개정 2023.4.18>
3. 임차권등기명령의 취소신청 및 그에 대한 재판"
임대,주택임대차보호법,3조 ③항 4호,"제3조의3(임차권등기명령)
③ 다음 각 호의 사항 등에 관하여는 「민사집행법」 제280조제1항, 제281조, 제283조, 제285조, 제286조, 제288조제1항, 같은 조 제2항 본문, 제289조, 제290조제2항 중 제288조제1항에 대한 부분, 제291조, 제292조제3항 및 제293조를 준용한다. 이 경우 ""가압류""는 ""임차권등기""로, ""채권자""는 ""임차인""으로, ""채무자""는 ""임대인""으로 본다. <개정 2023.4.18>
4. 임차권등기명령의 집행"
임대,주택임대차보호법,3조 ④항,"제3조의3(임차권등기명령)
④ 임차권등기명령의 신청을 기각(棄却)하는 결정에 대하여 임차인은 항고(抗告)할 수 있다."
임대,주택임대차보호법,3조 ⑤항,"제3조의3(임차권등기명령)
⑤ 임차인은 임차권등기명령의 집행에 따른 임차권등기를 마치면 제3조제1항ㆍ제2항 또는 제3항에 따른 대항력과 제3조의2제2항에 따른 우선변제권을 취득한다. 다만, 임차인이 임차권등기 이전에 이미 대항력이나 우선변제권을 취득한 경우에는 그 대항력이나 우선변제권은 그대로 유지되며, 임차권등기 이후에는 제3조제1항ㆍ제2항 또는 제3항의 대항요건을 상실하더라도 이미 취득한 대항력이나 우선변제권을 상실하지 아니한다. <개정 2013.8.13>"
임대,주택임대차보호법,3조 ⑥항,"제3조의3(임차권등기명령)
⑥ 임차권등기명령의 집행에 따른 임차권등기가 끝난 주택(임대차의 목적이 주택의 일부분인 경우에는 해당 부분으로 한정한다)을 그 이후에 임차한 임차인은 제8조에 따른 우선변제를 받을 권리가 없다."
임대,주택임대차보호법,3조 ⑦항,"제3조의3(임차권등기명령)
⑦ 임차권등기의 촉탁(囑託), 등기관의 임차권등기 기입(記入) 등 임차권등기명령을 시행하는 데에 필요한 사항은 대법원규칙으로 정한다. <개정 2011.4.12>"
임대,주택임대차보호법,3조 ⑧항,"제3조의3(임차권등기명령)
⑧ 임차인은 제1항에 따른 임차권등기명령의 신청과 그에 따른 임차권등기와 관련하여 든 비용을 임대인에게 청구할 수 있다."
임대,주택임대차보호법,3조 ⑨항,"제3조의3(임차권등기명령)
⑨ 금융기관등은 임차인을 대위하여 제1항의 임차권등기명령을 신청할 수 있다. 이 경우 제3항ㆍ제4항 및 제8항의 ""임차인""은 ""금융기관등""으로 본다. <신설 2013.8.13>"
임대,주택임대차보호법,3조 ①항,"제3조의4(「민법」에 따른 주택임대차등기의 효력 등)
① 「민법」 제621조에 따른 주택임대차등기의 효력에 관하여는 제3조의3제5항 및 제6항을 준용한다."
임대,주택임대차보호법,3조 ②항 1호,"제3조의4(「민법」에 따른 주택임대차등기의 효력 등)
② 임차인이 대항력이나 우선변제권을 갖추고 「민법」 제621조제1항에 따라 임대인의 협력을 얻어 임대차등기를 신청하는 경우에는 신청서에 「부동산등기법」 제74조제1호부터 제6호까지의 사항 외에 다음 각 호의 사항을 적어야 하며, 이를 증명할 수 있는 서면(임대차의 목적이 주택의 일부분인 경우에는 해당 부분의 도면을 포함한다)을 첨부하여야 한다. <개정 2011.4.12, 2020.2.4>
1. 주민등록을 마친 날"
임대,주택임대차보호법,3조 ②항 2호,"제3조의4(「민법」에 따른 주택임대차등기의 효력 등)
② 임차인이 대항력이나 우선변제권을 갖추고 「민법」 제621조제1항에 따라 임대인의 협력을 얻어 임대차등기를 신청하는 경우에는 신청서에 「부동산등기법」 제74조제1호부터 제6호까지의 사항 외에 다음 각 호의 사항을 적어야 하며, 이를 증명할 수 있는 서면(임대차의 목적이 주택의 일부분인 경우에는 해당 부분의 도면을 포함한다)을 첨부하여야 한다. <개정 2011.4.12, 2020.2.4>
2. 임차주택을 점유(占有)한 날"
임대,주택임대차보호법,3조 ②항 3호,"제3조의4(「민법」에 따른 주택임대차등기의 효력 등)
② 임차인이 대항력이나 우선변제권을 갖추고 「민법」 제621조제1항에 따라 임대인의 협력을 얻어 임대차등기를 신청하는 경우에는 신청서에 「부동산등기법」 제74조제1호부터 제6호까지의 사항 외에 다음 각 호의 사항을 적어야 하며, 이를 증명할 수 있는 서면(임대차의 목적이 주택의 일부분인 경우에는 해당 부분의 도면을 포함한다)을 첨부하여야 한다. <개정 2011.4.12, 2020.2.4>
3. 임대차계약증서상의 확정일자를 받은 날"
임대,주택임대차보호법,3조,"제3조의5(경매에 의한 임차권의 소멸) 임차권은 임차주택에 대하여 「민사집행법」에 따른 경매가 행하여진 경우에는 그 임차주택의 경락(競落)에 따라 소멸한다. 다만, 보증금이 모두 변제되지 아니한, 대항력이 있는 임차권은 그러하지 아니하다."
임대,주택임대차보호법,3조 ①항,"제3조의6(확정일자 부여 및 임대차 정보제공 등)
① 제3조의2제2항의 확정일자는 주택 소재지의 읍ㆍ면사무소, 동 주민센터 또는 시(특별시ㆍ광역시ㆍ특별자치시는 제외하고, 특별자치도는 포함한다)ㆍ군ㆍ구(자치구를 말한다)의 출장소, 지방법원 및 그 지원과 등기소 또는 「공증인법」에 따른 공증인(이하 이 조에서 ""확정일자부여기관""이라 한다)이 부여한다."
임대,주택임대차보호법,3조 ②항,"제3조의6(확정일자 부여 및 임대차 정보제공 등)
② 확정일자부여기관은 해당 주택의 소재지, 확정일자 부여일, 차임 및 보증금 등을 기재한 확정일자부를 작성하여야 한다. 이 경우 전산처리정보조직을 이용할 수 있다."
임대,주택임대차보호법,3조 ③항,"제3조의6(확정일자 부여 및 임대차 정보제공 등)
③ 주택의 임대차에 이해관계가 있는 자는 확정일자부여기관에 해당 주택의 확정일자 부여일, 차임 및 보증금 등 정보의 제공을 요청할 수 있다. 이 경우 요청을 받은 확정일자부여기관은 정당한 사유 없이 이를 거부할 수 없다."
임대,주택임대차보호법,3조 ④항,"제3조의6(확정일자 부여 및 임대차 정보제공 등)
④ 임대차계약을 체결하려는 자는 임대인의 동의를 받아 확정일자부여기관에 제3항에 따른 정보제공을 요청할 수 있다."
임대,주택임대차보호법,3조 ⑤항,"제3조의6(확정일자 부여 및 임대차 정보제공 등)
⑤ 제1항ㆍ제3항 또는 제4항에 따라 확정일자를 부여받거나 정보를 제공받으려는 자는 수수료를 내야 한다."
임대,주택임대차보호법,3조 ⑥항,"제3조의6(확정일자 부여 및 임대차 정보제공 등)
⑥ 확정일자부에 기재하여야 할 사항, 주택의 임대차에 이해관계가 있는 자의 범위, 확정일자부여기관에 요청할 수 있는 정보의 범위 및 수수료, 그 밖에 확정일자부여사무와 정보제공 등에 필요한 사항은 대통령령 또는 대법원규칙으로 정한다."
임대,주택임대차보호법,3조 1호,"제3조의7(임대인의 정보 제시 의무) 임대차계약을 체결할 때 임대인은 다음 각 호의 사항을 임차인에게 제시하여야 한다.
1. 제3조의6제3항에 따른 해당 주택의 확정일자 부여일, 차임 및 보증금 등 정보. 다만, 임대인이 임대차계약을 체결하기 전에 제3조의6제4항에 따라 동의함으로써 이를 갈음할 수 있다."
임대,주택임대차보호법,3조 2호,"제3조의7(임대인의 정보 제시 의무) 임대차계약을 체결할 때 임대인은 다음 각 호의 사항을 임차인에게 제시하여야 한다.
2. 「국세징수법」 제108조에 따른 납세증명서 및 「지방세징수법」 제5조제2항에 따른 납세증명서. 다만, 임대인이 임대차계약을 체결하기 전에 「국세징수법」 제109조제1항에 따른 미납국세와 체납액의 열람 및 「지방세징수법」 제6조제1항에 따른 미납지방세의 열람에 각각 동의함으로써 이를 갈음할 수 있다."
임대,주택임대차보호법,13조,"제13조(「소액사건심판법」의 준용) 임차인이 임대인에 대하여 제기하는 보증금반환청구소송에 관하여는 「소액사건심판법」 제6조, 제7조, 제10조 및 제11조의2를 준용한다."
임대,주택임대차보호법,23조 ①항,"제23조(처리기간)
① 조정위원회는 분쟁의 조정신청을 받은 날부터 60일 이내에 그 분쟁조정을 마쳐야 한다. 다만, 부득이한 사정이 있는 경우에는 조정위원회의 의결을 거쳐 30일의 범위에서 그 기간을 연장할 수 있다."
임대,주택임대차보호법,23조 ②항,"제23조(처리기간)
② 조정위원회는 제1항 단서에 따라 기간을 연장한 경우에는 기간 연장의 사유와 그 밖에 기간 연장에 관한 사항을 당사자에게 통보하여야 한다."
임대,주택임대차보호법,3조 ①항,"제3조(대항력 등)
① 임대차는 그 등기(登記)가 없는 경우에도 임차인(賃借人)이 주택의 인도(引渡)와 주민등록을 마친 때에는 그 다음 날부터 제삼자에 대하여 효력이 생긴다. 이 경우 전입신고를 한 때에 주민등록이 된 것으로 본다."
임대,주택임대차보호법,3조 ②항,"제3조(대항력 등)
② 주택도시기금을 재원으로 하여 저소득층 무주택자에게 주거생활 안정을 목적으로 전세임대주택을 지원하는 법인이 주택을 임차한 후 지방자치단체의 장 또는 그 법인이 선정한 입주자가 그 주택을 인도받고 주민등록을 마쳤을 때에는 제1항을 준용한다. 이 경우 대항력이 인정되는 법인은 대통령령으로 정한다. <개정 2015.1.6>"
임대,주택임대차보호법,3조 ③항,"제3조(대항력 등)
③ 「중소기업기본법」 제2조에 따른 중소기업에 해당하는 법인이 소속 직원의 주거용으로 주택을 임차한 후 그 법인이 선정한 직원이 해당 주택을 인도받고 주민등록을 마쳤을 때에는 제1항을 준용한다. 임대차가 끝나기 전에 그 직원이 변경된 경우에는 그 법인이 선정한 새로운 직원이 주택을 인도받고 주민등록을 마친 다음 날부터 제삼자에 대하여 효력이 생긴다. <신설 2013.8.13>"
임대,주택임대차보호법,3조 ④항,"제3조(대항력 등)
④ 임차주택의 양수인(讓受人)(그 밖에 임대할 권리를 승계한 자를 포함한다)은 임대인(賃貸人)의 지위를 승계한 것으로 본다. <개정 2013.8.13>"
임대,주택임대차보호법,3조 ⑤항,"제3조(대항력 등)
⑤ 이 법에 따라 임대차의 목적이 된 주택이 매매나 경매의 목적물이 된 경우에는 「민법」 제575조제1항ㆍ제3항 및 같은 법 제578조를 준용한다. <개정 2013.8.13>"
임대,주택임대차보호법,3조 ⑥항,"제3조(대항력 등)
⑥ 제5항의 경우에는 동시이행의 항변권(抗辯權)에 관한 「민법」 제536조를 준용한다. <개정 2013.8.13>"
임대,주택임대차보호법,3조 ①항,"제3조의2(보증금의 회수)
① 임차인(제3조제2항 및 제3항의 법인을 포함한다. 이하 같다)이 임차주택에 대하여 보증금반환청구소송의 확정판결이나 그 밖에 이에 준하는 집행권원(執行權原)에 따라서 경매를 신청하는 경우에는 집행개시(執行開始)요건에 관한 「민사집행법」 제41조에도 불구하고 반대의무(反對義務)의 이행이나 이행의 제공을 집행개시의 요건으로 하지 아니한다. <개정 2013.8.13>"
임대,주택임대차보호법,3조 ②항,"제3조의2(보증금의 회수)
② 제3조제1항ㆍ제2항 또는 제3항의 대항요건(對抗要件)과 임대차계약증서(제3조제2항 및 제3항의 경우에는 법인과 임대인 사이의 임대차계약증서를 말한다)상의 확정일자(確定日字)를 갖춘 임차인은 「민사집행법」에 따른 경매 또는 「국세징수법」에 따른 공매(公賣)를 할 때에 임차주택(대지를 포함한다)의 환가대금(換價代金)에서 후순위권리자(後順位權利者)나 그 밖의 채권자보다 우선하여 보증금을 변제(辨濟)받을 권리가 있다. <개정 2013.8.13>"
임대,주택임대차보호법,3조 ③항,"제3조의2(보증금의 회수)
③ 임차인은 임차주택을 양수인에게 인도하지 아니하면 제2항에 따른 보증금을 받을 수 없다."
임대,주택임대차보호법,3조 ④항,"제3조의2(보증금의 회수)
④ 제2항 또는 제7항에 따른 우선변제의 순위와 보증금에 대하여 이의가 있는 이해관계인은 경매법원이나 체납처분청에 이의를 신청할 수 있다. <개정 2013.8.13>"
임대,주택임대차보호법,3조 ⑤항,"제3조의2(보증금의 회수)
⑤ 제4항에 따라 경매법원에 이의를 신청하는 경우에는 「민사집행법」 제152조부터 제161조까지의 규정을 준용한다."
임대,주택임대차보호법,3조 ⑥항,"제3조의2(보증금의 회수)
⑥ 제4항에 따라 이의신청을 받은 체납처분청은 이해관계인이 이의신청일부터 7일 이내에 임차인 또는 제7항에 따라 우선변제권을 승계한 금융기관 등을 상대로 소(訴)를 제기한 것을 증명하면 해당 소송이 끝날 때까지 이의가 신청된 범위에서 임차인 또는 제7항에 따라 우선변제권을 승계한 금융기관 등에 대한 보증금의 변제를 유보(留保)하고 남은 금액을 배분하여야 한다. 이 경우 유보된 보증금은 소송의 결과에 따라 배분한다. <개정 2013.8.13>"
임대,주택임대차보호법,3조 ⑦항 1호,"제3조의2(보증금의 회수)
⑦ 다음 각 호의 금융기관 등이 제2항, 제3조의3제5항, 제3조의4제1항에 따른 우선변제권을 취득한 임차인의 보증금반환채권을 계약으로 양수한 경우에는 양수한 금액의 범위에서 우선변제권을 승계한다. <신설 2013.8.13, 2015.1.6, 2016.5.29>
1. 「은행법」에 따른 은행"
임대,주택임대차보호법,3조 ⑦항 2호,"제3조의2(보증금의 회수)
⑦ 다음 각 호의 금융기관 등이 제2항, 제3조의3제5항, 제3조의4제1항에 따른 우선변제권을 취득한 임차인의 보증금반환채권을 계약으로 양수한 경우에는 양수한 금액의 범위에서 우선변제권을 승계한다. <신설 2013.8.13, 2015.1.6, 2016.5.29>
2. 「중소기업은행법」에 따른 중소기업은행"
임대,주택임대차보호법,3조 ⑦항 3호,"제3조의2(보증금의 회수)
⑦ 다음 각 호의 금융기관 등이 제2항, 제3조의3제5항, 제3조의4제1항에 따른 우선변제권을 취득한 임차인의 보증금반환채권을 계약으로 양수한 경우에는 양수한 금액의 범위에서 우선변제권을 승계한다. <신설 2013.8.13, 2015.1.6, 2016.5.29>
3. 「한국산업은행법」에 따른 한국산업은행"
임대,주택임대차보호법,3조 ⑦항 4호,"제3조의2(보증금의 회수)
⑦ 다음 각 호의 금융기관 등이 제2항, 제3조의3제5항, 제3조의4제1항에 따른 우선변제권을 취득한 임차인의 보증금반환채권을 계약으로 양수한 경우에는 양수한 금액의 범위에서 우선변제권을 승계한다. <신설 2013.8.13, 2015.1.6, 2016.5.29>
4. 「농업협동조합법」에 따른 농협은행"
임대,주택임대차보호법,3조 ⑦항 5호,"제3조의2(보증금의 회수)
⑦ 다음 각 호의 금융기관 등이 제2항, 제3조의3제5항, 제3조의4제1항에 따른 우선변제권을 취득한 임차인의 보증금반환채권을 계약으로 양수한 경우에는 양수한 금액의 범위에서 우선변제권을 승계한다. <신설 2013.8.13, 2015.1.6, 2016.5.29>
5. 「수산업협동조합법」에 따른 수협은행"
임대,주택임대차보호법,3조 ⑦항 6호,"제3조의2(보증금의 회수)
⑦ 다음 각 호의 금융기관 등이 제2항, 제3조의3제5항, 제3조의4제1항에 따른 우선변제권을 취득한 임차인의 보증금반환채권을 계약으로 양수한 경우에는 양수한 금액의 범위에서 우선변제권을 승계한다. <신설 2013.8.13, 2015.1.6, 2016.5.29>
6. 「우체국예금ㆍ보험에 관한 법률」에 따른 체신관서"
임대,주택임대차보호법,3조 ⑦항 7호,"제3조의2(보증금의 회수)
⑦ 다음 각 호의 금융기관 등이 제2항, 제3조의3제5항, 제3조의4제1항에 따른 우선변제권을 취득한 임차인의 보증금반환채권을 계약으로 양수한 경우에는 양수한 금액의 범위에서 우선변제권을 승계한다. <신설 2013.8.13, 2015.1.6, 2016.5.29>
7. 「한국주택금융공사법」에 따른 한국주택금융공사"
임대,주택임대차보호법,3조 ⑦항 8호,"제3조의2(보증금의 회수)
⑦ 다음 각 호의 금융기관 등이 제2항, 제3조의3제5항, 제3조의4제1항에 따른 우선변제권을 취득한 임차인의 보증금반환채권을 계약으로 양수한 경우에는 양수한 금액의 범위에서 우선변제권을 승계한다. <신설 2013.8.13, 2015.1.6, 2016.5.29>
8. 「보험업법」 제4조제1항제2호라목의 보증보험을 보험종목으로 허가받은 보험회사"
임대,주택임대차보호법,3조 ⑦항 9호,"제3조의2(보증금의 회수)
⑦ 다음 각 호의 금융기관 등이 제2항, 제3조의3제5항, 제3조의4제1항에 따른 우선변제권을 취득한 임차인의 보증금반환채권을 계약으로 양수한 경우에는 양수한 금액의 범위에서 우선변제권을 승계한다. <신설 2013.8.13, 2015.1.6, 2016.5.29>
9. 「주택도시기금법」에 따른 주택도시보증공사"
임대,주택임대차보호법,3조 ⑦항 10호,"제3조의2(보증금의 회수)
⑦ 다음 각 호의 금융기관 등이 제2항, 제3조의3제5항, 제3조의4제1항에 따른 우선변제권을 취득한 임차인의 보증금반환채권을 계약으로 양수한 경우에는 양수한 금액의 범위에서 우선변제권을 승계한다. <신설 2013.8.13, 2015.1.6, 2016.5.29>
10. 그 밖에 제1호부터 제9호까지에 준하는 것으로서 대통령령으로 정하는 기관"
임대,주택임대차보호법,3조 ⑧항 1호,"제3조의2(보증금의 회수)
⑧ 제7항에 따라 우선변제권을 승계한 금융기관 등(이하 ""금융기관등""이라 한다)은 다음 각 호의 어느 하나에 해당하는 경우에는 우선변제권을 행사할 수 없다. <신설 2013.8.13>
1. 임차인이 제3조제1항ㆍ제2항 또는 제3항의 대항요건을 상실한 경우"
임대,주택임대차보호법,3조 ⑧항 2호,"제3조의2(보증금의 회수)
⑧ 제7항에 따라 우선변제권을 승계한 금융기관 등(이하 ""금융기관등""이라 한다)은 다음 각 호의 어느 하나에 해당하는 경우에는 우선변제권을 행사할 수 없다. <신설 2013.8.13>
2. 제3조의3제5항에 따른 임차권등기가 말소된 경우"
임대,주택임대차보호법,3조 ⑧항 3호,"제3조의2(보증금의 회수)
⑧ 제7항에 따라 우선변제권을 승계한 금융기관 등(이하 ""금융기관등""이라 한다)은 다음 각 호의 어느 하나에 해당하는 경우에는 우선변제권을 행사할 수 없다. <신설 2013.8.13>
3. 「민법」 제621조에 따른 임대차등기가 말소된 경우"
임대,주택임대차보호법,3조 ⑨항,"제3조의2(보증금의 회수)
⑨ 금융기관등은 우선변제권을 행사하기 위하여 임차인을 대리하거나 대위하여 임대차를 해지할 수 없다. <신설 2013.8.13>"
임대,주택임대차보호법,3조 ①항,"제3조의3(임차권등기명령)
① 임대차가 끝난 후 보증금이 반환되지 아니한 경우 임차인은 임차주택의 소재지를 관할하는 지방법원ㆍ지방법원지원 또는 시ㆍ군 법원에 임차권등기명령을 신청할 수 있다. <개정 2013.8.13>"
임대,주택임대차보호법,3조 ②항 1호,"제3조의3(임차권등기명령)
② 임차권등기명령의 신청서에는 다음 각 호의 사항을 적어야 하며, 신청의 이유와 임차권등기의 원인이 된 사실을 소명(疎明)하여야 한다. <개정 2013.8.13>
1. 신청의 취지 및 이유"
임대,주택임대차보호법,3조 ②항 2호,"제3조의3(임차권등기명령)
② 임차권등기명령의 신청서에는 다음 각 호의 사항을 적어야 하며, 신청의 이유와 임차권등기의 원인이 된 사실을 소명(疎明)하여야 한다. <개정 2013.8.13>
2. 임대차의 목적인 주택(임대차의 목적이 주택의 일부분인 경우에는 해당 부분의 도면을 첨부한다)"
임대,주택임대차보호법,3조 ②항 3호,"제3조의3(임차권등기명령)
② 임차권등기명령의 신청서에는 다음 각 호의 사항을 적어야 하며, 신청의 이유와 임차권등기의 원인이 된 사실을 소명(疎明)하여야 한다. <개정 2013.8.13>
3. 임차권등기의 원인이 된 사실(임차인이 제3조제1항ㆍ제2항 또는 제3항에 따른 대항력을 취득하였거나 제3조의2제2항에 따른 우선변제권을 취득한 경우에는 그 사실)"
임대,주택임대차보호법,3조 ②항 4호,"제3조의3(임차권등기명령)
② 임차권등기명령의 신청서에는 다음 각 호의 사항을 적어야 하며, 신청의 이유와 임차권등기의 원인이 된 사실을 소명(疎明)하여야 한다. <개정 2013.8.13>
4. 그 밖에 대법원규칙으로 정하는 사항"
임대,주택임대차보호법,3조 ③항 1호,"제3조의3(임차권등기명령)
③ 다음 각 호의 사항 등에 관하여는 「민사집행법」 제280조제1항, 제281조, 제283조, 제285조, 제286조, 제288조제1항, 같은 조 제2항 본문, 제289조, 제290조제2항 중 제288조제1항에 대한 부분, 제291조, 제292조제3항 및 제293조를 준용한다. 이 경우 ""가압류""는 ""임차권등기""로, ""채권자""는 ""임차인""으로, ""채무자""는 ""임대인""으로 본다. <개정 2023.4.18>
1. 임차권등기명령의 신청에 대한 재판"
임대,주택임대차보호법,3조 ③항 2호,"제3조의3(임차권등기명령)
③ 다음 각 호의 사항 등에 관하여는 「민사집행법」 제280조제1항, 제281조, 제283조, 제285조, 제286조, 제288조제1항, 같은 조 제2항 본문, 제289조, 제290조제2항 중 제288조제1항에 대한 부분, 제291조, 제292조제3항 및 제293조를 준용한다. 이 경우 ""가압류""는 ""임차권등기""로, ""채권자""는 ""임차인""으로, ""채무자""는 ""임대인""으로 본다. <개정 2023.4.18>
2. 임차권등기명령의 결정에 대한 임대인의 이의신청 및 그에 대한 재판"
임대,주택임대차보호법,3조 ③항 3호,"제3조의3(임차권등기명령)
③ 다음 각 호의 사항 등에 관하여는 「민사집행법」 제280조제1항, 제281조, 제283조, 제285조, 제286조, 제288조제1항, 같은 조 제2항 본문, 제289조, 제290조제2항 중 제288조제1항에 대한 부분, 제291조, 제292조제3항 및 제293조를 준용한다. 이 경우 ""가압류""는 ""임차권등기""로, ""채권자""는 ""임차인""으로, ""채무자""는 ""임대인""으로 본다. <개정 2023.4.18>
3. 임차권등기명령의 취소신청 및 그에 대한 재판"
임대,주택임대차보호법,3조 ③항 4호,"제3조의3(임차권등기명령)
③ 다음 각 호의 사항 등에 관하여는 「민사집행법」 제280조제1항, 제281조, 제283조, 제285조, 제286조, 제288조제1항, 같은 조 제2항 본문, 제289조, 제290조제2항 중 제288조제1항에 대한 부분, 제291조, 제292조제3항 및 제293조를 준용한다. 이 경우 ""가압류""는 ""임차권등기""로, ""채권자""는 ""임차인""으로, ""채무자""는 ""임대인""으로 본다. <개정 2023.4.18>
4. 임차권등기명령의 집행"
임대,주택임대차보호법,3조 ④항,"제3조의3(임차권등기명령)
④ 임차권등기명령의 신청을 기각(棄却)하는 결정에 대하여 임차인은 항고(抗告)할 수 있다."
임대,주택임대차보호법,3조 ⑤항,"제3조의3(임차권등기명령)
⑤ 임차인은 임차권등기명령의 집행에 따른 임차권등기를 마치면 제3조제1항ㆍ제2항 또는 제3항에 따른 대항력과 제3조의2제2항에 따른 우선변제권을 취득한다. 다만, 임차인이 임차권등기 이전에 이미 대항력이나 우선변제권을 취득한 경우에는 그 대항력이나 우선변제권은 그대로 유지되며, 임차권등기 이후에는 제3조제1항ㆍ제2항 또는 제3항의 대항요건을 상실하더라도 이미 취득한 대항력이나 우선변제권을 상실하지 아니한다. <개정 2013.8.13>"
임대,주택임대차보호법,3조 ⑥항,"제3조의3(임차권등기명령)
⑥ 임차권등기명령의 집행에 따른 임차권등기가 끝난 주택(임대차의 목적이 주택의 일부분인 경우에는 해당 부분으로 한정한다)을 그 이후에 임차한 임차인은 제8조에 따른 우선변제를 받을 권리가 없다."
임대,주택임대차보호법,3조 ⑦항,"제3조의3(임차권등기명령)
⑦ 임차권등기의 촉탁(囑託), 등기관의 임차권등기 기입(記入) 등 임차권등기명령을 시행하는 데에 필요한 사항은 대법원규칙으로 정한다. <개정 2011.4.12>"
임대,주택임대차보호법,3조 ⑧항,"제3조의3(임차권등기명령)
⑧ 임차인은 제1항에 따른 임차권등기명령의 신청과 그에 따른 임차권등기와 관련하여 든 비용을 임대인에게 청구할 수 있다."
임대,주택임대차보호법,3조 ⑨항,"제3조의3(임차권등기명령)
⑨ 금융기관등은 임차인을 대위하여 제1항의 임차권등기명령을 신청할 수 있다. 이 경우 제3항ㆍ제4항 및 제8항의 ""임차인""은 ""금융기관등""으로 본다. <신설 2013.8.13>"
임대,주택임대차보호법,3조 ①항,"제3조의4(「민법」에 따른 주택임대차등기의 효력 등)
① 「민법」 제621조에 따른 주택임대차등기의 효력에 관하여는 제3조의3제5항 및 제6항을 준용한다."
임대,주택임대차보호법,3조 ②항 1호,"제3조의4(「민법」에 따른 주택임대차등기의 효력 등)
② 임차인이 대항력이나 우선변제권을 갖추고 「민법」 제621조제1항에 따라 임대인의 협력을 얻어 임대차등기를 신청하는 경우에는 신청서에 「부동산등기법」 제74조제1호부터 제6호까지의 사항 외에 다음 각 호의 사항을 적어야 하며, 이를 증명할 수 있는 서면(임대차의 목적이 주택의 일부분인 경우에는 해당 부분의 도면을 포함한다)을 첨부하여야 한다. <개정 2011.4.12, 2020.2.4>
1. 주민등록을 마친 날"
임대,주택임대차보호법,3조 ②항 2호,"제3조의4(「민법」에 따른 주택임대차등기의 효력 등)
② 임차인이 대항력이나 우선변제권을 갖추고 「민법」 제621조제1항에 따라 임대인의 협력을 얻어 임대차등기를 신청하는 경우에는 신청서에 「부동산등기법」 제74조제1호부터 제6호까지의 사항 외에 다음 각 호의 사항을 적어야 하며, 이를 증명할 수 있는 서면(임대차의 목적이 주택의 일부분인 경우에는 해당 부분의 도면을 포함한다)을 첨부하여야 한다. <개정 2011.4.12, 2020.2.4>
2. 임차주택을 점유(占有)한 날"
임대,주택임대차보호법,3조 ②항 3호,"제3조의4(「민법」에 따른 주택임대차등기의 효력 등)
② 임차인이 대항력이나 우선변제권을 갖추고 「민법」 제621조제1항에 따라 임대인의 협력을 얻어 임대차등기를 신청하는 경우에는 신청서에 「부동산등기법」 제74조제1호부터 제6호까지의 사항 외에 다음 각 호의 사항을 적어야 하며, 이를 증명할 수 있는 서면(임대차의 목적이 주택의 일부분인 경우에는 해당 부분의 도면을 포함한다)을 첨부하여야 한다. <개정 2011.4.12, 2020.2.4>
3. 임대차계약증서상의 확정일자를 받은 날"
임대,주택임대차보호법,3조,"제3조의5(경매에 의한 임차권의 소멸) 임차권은 임차주택에 대하여 「민사집행법」에 따른 경매가 행하여진 경우에는 그 임차주택의 경락(競落)에 따라 소멸한다. 다만, 보증금이 모두 변제되지 아니한, 대항력이 있는 임차권은 그러하지 아니하다."
임대,주택임대차보호법,3조 ①항,"제3조의6(확정일자 부여 및 임대차 정보제공 등)
① 제3조의2제2항의 확정일자는 주택 소재지의 읍ㆍ면사무소, 동 주민센터 또는 시(특별시ㆍ광역시ㆍ특별자치시는 제외하고, 특별자치도는 포함한다)ㆍ군ㆍ구(자치구를 말한다)의 출장소, 지방법원 및 그 지원과 등기소 또는 「공증인법」에 따른 공증인(이하 이 조에서 ""확정일자부여기관""이라 한다)이 부여한다."
임대,주택임대차보호법,3조 ②항,"제3조의6(확정일자 부여 및 임대차 정보제공 등)
② 확정일자부여기관은 해당 주택의 소재지, 확정일자 부여일, 차임 및 보증금 등을 기재한 확정일자부를 작성하여야 한다. 이 경우 전산처리정보조직을 이용할 수 있다."
임대,주택임대차보호법,3조 ③항,"제3조의6(확정일자 부여 및 임대차 정보제공 등)
③ 주택의 임대차에 이해관계가 있는 자는 확정일자부여기관에 해당 주택의 확정일자 부여일, 차임 및 보증금 등 정보의 제공을 요청할 수 있다. 이 경우 요청을 받은 확정일자부여기관은 정당한 사유 없이 이를 거부할 수 없다."
